"n.sites","Parameter","mu.bias","sd.bias","mu.p.bias","mu.CV","og.val","bias.lci","bias.uci","CR","PWR","Conv.rate","ndatasets","Lik","Scenario","order","CoefReg"
1096,"f1.0",-0.00870343295695851,0.0753914789577424,0.0435171647847926,0.601444413728673,-0.2,-0.156470731714134,0.139063865800217,0.98,0.65,1,100,"LL","3 Slopes","1st","Intercept"
1096,"f1.1",-0.00741888929898409,0.0717570115364001,-0.0247296309966136,0.259987123858329,0.3,-0.148062631910328,0.13322485331236,0.94,1,1,100,"LL","3 Slopes","1st","Slope"
1096,"f12.0",-0.0132058406402772,0.146327612958311,0.0220097344004619,0.306912918068402,-0.6,-0.300007962038566,0.273596280758012,1,0.98,1,100,"LL","3 Slopes","2nd","Intercept"
1096,"f12.1",0.0165544975492929,0.120392578856474,0.0206931219366162,0.155840721172033,0.8,-0.219414957009396,0.252523952107982,0.98,1,1,100,"LL","3 Slopes","2nd","Slope"
1096,"f2.0",0.00107371248064678,0.0875047953001325,-0.00178952080107797,0.17300797035236,-0.6,-0.170435686307613,0.172583111268907,0.96,1,1,100,"LL","3 Slopes","1st","Intercept"
1096,"f2.1",0.00263991468313166,0.0777476731044876,0.00527982936626331,0.159578850559443,0.5,-0.149745524601664,0.155025353967927,0.95,1,1,100,"LL","3 Slopes","1st","Slope"
1808,"f1.0",-0.0107358755935251,0.0857849632212779,0.0536793779676254,0.444907229105952,-0.2,-0.17887440350723,0.15740265232018,0.9,0.76,1,100,"LL","3 Slopes","1st","Intercept"
1808,"f1.1",0.00266196333469041,0.0502291961337822,0.00887321111563471,0.193195460923054,0.3,-0.0957872610875227,0.101111187756903,0.99,1,1,100,"LL","3 Slopes","1st","Slope"
1808,"f12.0",-0.00298068485186576,0.169668020067898,0.00496780808644293,0.251159358725254,-0.6,-0.335530004184946,0.329568634481214,0.89,0.98,1,100,"LL","3 Slopes","2nd","Intercept"
1808,"f12.1",0.0112095026343937,0.102021600199729,0.0140118782929922,0.121973312124962,0.8,-0.188752833757075,0.211171839025862,0.93,1,1,100,"LL","3 Slopes","2nd","Slope"
1808,"f2.0",-0.00980433868903463,0.0891959066066077,0.0163405644817244,0.132258398638632,-0.6,-0.184628315637986,0.165019638259916,0.93,1,1,100,"LL","3 Slopes","1st","Intercept"
1808,"f2.1",-0.000239601553127809,0.0659192132169354,-0.000479203106255619,0.123644941842959,0.5,-0.129441259458321,0.128962056352066,0.94,1,1,100,"LL","3 Slopes","1st","Slope"
2980,"f1.0",0.00293693248278139,0.058295798269683,-0.0146846624139069,0.32127837529145,-0.2,-0.111322832125797,0.11719669709136,0.93,0.94,1,100,"LL","3 Slopes","1st","Intercept"
2980,"f1.1",0.00207624228454814,0.039042183716064,0.00692080761516047,0.144104826511968,0.3,-0.0744464377989374,0.0785989223680337,0.96,1,1,100,"LL","3 Slopes","1st","Slope"
2980,"f12.0",0.0137369346020415,0.105704652120911,-0.0228948910034026,0.188125230226116,-0.6,-0.193444183554945,0.220918052759028,0.96,1,1,100,"LL","3 Slopes","2nd","Intercept"
2980,"f12.1",0.00500824147653815,0.0683969594232701,0.00626030184567269,0.0926691016248653,0.8,-0.129049798993071,0.139066281946147,0.97,1,1,100,"LL","3 Slopes","2nd","Slope"
2980,"f2.0",0.00317726161278247,0.0551110027149714,-0.00529543602130411,0.103975235653195,-0.6,-0.104840303708561,0.111194826934126,0.96,1,1,100,"LL","3 Slopes","1st","Intercept"
2980,"f2.1",-0.00125483866794602,0.0464283206986936,-0.00250967733589205,0.0969925918754048,0.5,-0.0922543472373855,0.0897446699014935,0.95,1,1,100,"LL","3 Slopes","1st","Slope"
20,"f1.0",0.111991092249931,0.440011105813234,-0.559955461249654,5.65394380912494,-0.2,-0.750430675144008,0.974412859643869,0.66,0.1,1,100,"PL","3 Slopes","1st","Intercept"
20,"f1.1",-0.0954950059484617,0.510027258130081,-0.318316686494872,3.98572479978754,0.3,-1.09514843188342,0.904158419986497,0.53,0.22,1,100,"PL","3 Slopes","1st","Slope"
20,"f12.0",0.336117918858591,0.579150511435217,-0.560196531430985,4.20712851382364,-0.6,-0.799017083554434,1.47125292127162,0.25,0.26,1,100,"PL","3 Slopes","2nd","Intercept"
20,"f12.1",-0.538128435538746,0.590605439281061,-0.672660544423432,14.9425962587251,0.8,-1.69571509652963,0.619458225452134,0.19,0.18,1,100,"PL","3 Slopes","2nd","Slope"
20,"f2.0",0.320576319296323,0.34847023332912,-0.534293865493872,2.35795731292388,-0.6,-0.362425338028752,1.0035779766214,0.38,0.34,1,100,"PL","3 Slopes","1st","Intercept"
20,"f2.1",-0.263629491422509,0.324199189019315,-0.527258982845018,3.02238925949717,0.5,-0.899059901900366,0.371800919055348,0.4,0.2,1,100,"PL","3 Slopes","1st","Slope"
33,"f1.0",0.0832274938914388,0.26467870152775,-0.416137469457194,4.54731385477371,-0.2,-0.43554276110295,0.601997748885828,0.85,0.12,1,100,"PL","3 Slopes","1st","Intercept"
33,"f1.1",-0.0993786035272934,0.31008156928042,-0.331262011757645,2.3883424973178,0.3,-0.707138479316916,0.508381272262329,0.72,0.15,1,100,"PL","3 Slopes","1st","Slope"
33,"f12.0",0.188119775652354,1.37767811132629,-0.31353295942059,0.97239388924561,-0.6,-2.51212932254718,2.88836887385189,0.27,0.49,1,100,"PL","3 Slopes","2nd","Intercept"
33,"f12.1",-0.548108528722878,0.303426193796918,-0.685135660903598,2.44976627627241,0.8,-1.14282386856484,0.0466068111190808,0.16,0.42,1,100,"PL","3 Slopes","2nd","Slope"
33,"f2.0",0.195936356730678,0.430445113267428,-0.326560594551129,0.843449506331919,-0.6,-0.647736065273481,1.03960877873484,0.51,0.55,1,100,"PL","3 Slopes","1st","Intercept"
33,"f2.1",-0.243671547710546,0.376441411174413,-0.487343095421092,2.40777369946961,0.5,-0.981496713612396,0.494153618191304,0.42,0.19,1,100,"PL","3 Slopes","1st","Slope"
54,"f1.0",0.0728716862771652,0.266268387586599,-0.364358431385826,4.7932681334754,-0.2,-0.449014353392569,0.5947577259469,0.87,0.12,1,100,"PL","3 Slopes","1st","Intercept"
54,"f1.1",-0.0618196111922113,0.270307308758537,-0.206065370640704,3.25332264976431,0.3,-0.591621936358945,0.467982713974522,0.81,0.2,1,100,"PL","3 Slopes","1st","Slope"
54,"f12.0",-0.00416776658321503,3.67511916539912,0.00694627763869169,1.43120926533249,-0.6,-7.20740133076549,7.19906579759906,0.39,0.41,1,100,"PL","3 Slopes","2nd","Intercept"
54,"f12.1",-0.200678409864073,2.56568380046775,-0.250848012330092,2.1777257740946,0.8,-5.22941865878087,4.82806183905273,0.27,0.33,1,100,"PL","3 Slopes","2nd","Slope"
54,"f2.0",0.168048879149078,0.723297281307533,-0.280081465248464,1.36289496515238,-0.6,-1.24961379221369,1.58571155051184,0.56,0.56,1,100,"PL","3 Slopes","1st","Intercept"
54,"f2.1",-0.207964138860307,0.354567416979968,-0.415928277720614,2.50036085733687,0.5,-0.902916276141044,0.48698799842043,0.52,0.26,1,100,"PL","3 Slopes","1st","Slope"
90,"f1.0",0.0247732653945283,0.203972661272575,-0.123866326972641,4.17744319762371,-0.2,-0.375013150699718,0.424559681488775,0.96,0.14,1,100,"PL","3 Slopes","1st","Intercept"
90,"f1.1",-0.0982790514184809,0.162771375644764,-0.327596838061603,2.5051931427124,0.3,-0.417310947682218,0.220752844845256,0.87,0.2,1,100,"PL","3 Slopes","1st","Slope"
90,"f12.0",0.243510123594313,0.341493029511557,-0.405850205990522,2.1179326524684,-0.6,-0.425816214248338,0.912836461436964,0.43,0.47,1,100,"PL","3 Slopes","2nd","Intercept"
90,"f12.1",-0.360241146302755,0.318942632977828,-0.450301432878443,0.88599339317597,0.8,-0.985368706939297,0.264886414333788,0.48,0.55,1,100,"PL","3 Slopes","2nd","Slope"
90,"f2.0",0.141202123585207,0.222879161073057,-0.235336872642012,0.566534403675183,-0.6,-0.295641032117984,0.578045279288398,0.71,0.7,1,100,"PL","3 Slopes","1st","Intercept"
90,"f2.1",-0.0609150222897536,0.201165512065042,-0.121830044579507,0.465388313519924,0.5,-0.455199425937236,0.333369381357729,0.82,0.67,1,100,"PL","3 Slopes","1st","Slope"
148,"f1.0",0.000879581083641712,0.221328879974764,-0.00439790541820855,3.00787673904224,-0.2,-0.432925023666896,0.434684185834179,0.88,0.22,1,100,"PL","3 Slopes","1st","Intercept"
148,"f1.1",-0.0483523535450485,0.190940266315459,-0.161174511816828,1.59478221409281,0.3,-0.422595275523348,0.325890568433251,0.91,0.37,1,100,"PL","3 Slopes","1st","Slope"
148,"f12.0",0.184036886796214,0.316383717502763,-0.306728144660357,3.21768537901236,-0.6,-0.436075199509202,0.80414897310163,0.63,0.59,1,100,"PL","3 Slopes","2nd","Intercept"
148,"f12.1",-0.245288485166609,0.299022205134268,-0.306610606458261,0.423243385252588,0.8,-0.831372007229774,0.340795036896557,0.58,0.79,1,100,"PL","3 Slopes","2nd","Slope"
148,"f2.0",0.078819278041971,0.199480337031123,-0.131365463403285,0.453143988224454,-0.6,-0.31216218253903,0.469800738622972,0.84,0.83,1,100,"PL","3 Slopes","1st","Intercept"
148,"f2.1",-0.0817277348476815,0.173238543503286,-0.163455469695363,0.453855746223588,0.5,-0.421275280114122,0.257819810418759,0.88,0.73,1,100,"PL","3 Slopes","1st","Slope"
244,"f1.0",0.0362323498247195,0.140515666546084,-0.181161749123597,5.97411734525728,-0.2,-0.239178356605604,0.311643056255043,0.95,0.17,1,100,"PL","3 Slopes","1st","Intercept"
244,"f1.1",-0.0670454108388228,0.141269110095242,-0.223484702796076,1.30273910500117,0.3,-0.343932866625497,0.209842044947851,0.92,0.43,1,100,"PL","3 Slopes","1st","Slope"
244,"f12.0",0.101722130341398,0.283050870995286,-0.169536883902331,0.55748032534028,-0.6,-0.453057576809363,0.656501837492159,0.74,0.71,1,100,"PL","3 Slopes","2nd","Intercept"
244,"f12.1",-0.188379851716318,0.294732606520324,-0.235474814645398,0.381311659499666,0.8,-0.766055760496154,0.389296057063518,0.63,0.87,1,100,"PL","3 Slopes","2nd","Slope"
244,"f2.0",0.0489243410828887,0.166671422007545,-0.0815405684714811,0.318798579600677,-0.6,-0.2777516460519,0.375600328217678,0.91,0.94,1,100,"PL","3 Slopes","1st","Intercept"
244,"f2.1",-0.0741927726598544,0.172079157299277,-0.148385545319709,0.433775275880103,0.5,-0.411467920966438,0.263082375646729,0.86,0.83,1,100,"PL","3 Slopes","1st","Slope"
403,"f1.0",0.0026732272413645,0.133336734354311,-0.0133661362068225,1.11969616947476,-0.2,-0.258666772093085,0.264013226575814,0.96,0.31,1,100,"PL","3 Slopes","1st","Intercept"
403,"f1.1",-0.00247904101287895,0.111207015058007,-0.00826347004292982,0.480439915767336,0.3,-0.220444790526573,0.215486708500815,0.93,0.75,1,100,"PL","3 Slopes","1st","Slope"
403,"f12.0",0.093230726839517,0.265200970165928,-0.155384544732528,0.566057690306914,-0.6,-0.426563174685701,0.613024628364735,0.86,0.7,1,100,"PL","3 Slopes","2nd","Intercept"
403,"f12.1",-0.131179958503384,0.189098075008031,-0.16397494812923,0.267452023856477,0.8,-0.501812185519124,0.239452268512357,0.81,1,1,100,"PL","3 Slopes","2nd","Slope"
403,"f2.0",0.00743969243276303,0.150881574289531,-0.0123994873879384,0.257828825298696,-0.6,-0.288288193174718,0.303167578040244,0.93,0.97,1,100,"PL","3 Slopes","1st","Intercept"
403,"f2.1",-0.0247529017288792,0.136078861162455,-0.0495058034577583,0.269685619396435,0.5,-0.291467469607292,0.241961666149534,0.91,0.99,1,100,"PL","3 Slopes","1st","Slope"
665,"f1.0",-0.00688064163676592,0.110551109808826,0.0344032081838296,0.928768555647352,-0.2,-0.223560816862064,0.209799533588532,0.92,0.5,1,100,"PL","3 Slopes","1st","Intercept"
665,"f1.1",-0.0154520124812305,0.0865279403667763,-0.0515067082707684,0.341149063014669,0.3,-0.185046775600112,0.154142750637651,0.95,0.9,1,100,"PL","3 Slopes","1st","Slope"
665,"f12.0",0.0957333182477543,0.199084011469347,-0.159555530412924,0.420572903437602,-0.6,-0.294471344232166,0.485937980727675,0.82,0.85,1,100,"PL","3 Slopes","2nd","Intercept"
665,"f12.1",-0.112388092150953,0.158664786399838,-0.140485115188691,0.198404997545853,0.8,-0.423371073494636,0.19859488919273,0.75,1,1,100,"PL","3 Slopes","2nd","Slope"
665,"f2.0",0.0254611897938948,0.121940753284807,-0.0424353163231579,0.20668277894321,-0.6,-0.213542686644327,0.264465066232117,0.93,1,1,100,"PL","3 Slopes","1st","Intercept"
665,"f2.1",-0.0185118281498618,0.0901428741725156,-0.0370236562997235,0.200839097673139,0.5,-0.195191861527992,0.158168205228269,0.95,1,1,100,"PL","3 Slopes","1st","Slope"
1096,"f1.0",-0.0104927855323084,0.0715947980202757,0.0524639276615418,0.498485549489262,-0.2,-0.150818589652049,0.129833018587432,0.98,0.74,1,100,"PL","3 Slopes","1st","Intercept"
1096,"f1.1",-0.0147190933537075,0.0702141133305839,-0.0490636445123584,0.26045435378071,0.3,-0.152338755481652,0.122900568774237,0.94,0.98,1,100,"PL","3 Slopes","1st","Slope"
1096,"f12.0",0.0434345764180306,0.134832350100008,-0.0723909606967178,0.28570210510871,-0.6,-0.220836829777984,0.307705982614045,0.98,0.97,1,100,"PL","3 Slopes","2nd","Intercept"
1096,"f12.1",-0.0480877838130559,0.123882485804991,-0.0601097297663198,0.151954345028067,0.8,-0.290897455990838,0.194721888364726,0.89,1,1,100,"PL","3 Slopes","2nd","Slope"
1096,"f2.0",0.00937588030679045,0.0806884248363834,-0.0156264671779841,0.159679750374173,-0.6,-0.148773432372521,0.167525192986102,0.95,1,1,100,"PL","3 Slopes","1st","Intercept"
1096,"f2.1",-0.0137183216473302,0.0751600929758166,-0.0274366432946604,0.156337530277263,0.5,-0.161032103879931,0.13359546058527,0.94,1,1,100,"PL","3 Slopes","1st","Slope"
1808,"f1.0",-0.0118943490038436,0.0824822031996967,0.0594717450192181,0.437389145618651,-0.2,-0.173559467275249,0.149770769267562,0.9,0.83,1,100,"PL","3 Slopes","1st","Intercept"
1808,"f1.1",-0.0018446603724236,0.0492905852799643,-0.00614886790807865,0.192186486835563,0.3,-0.0984542075211535,0.0947648867763064,0.96,1,1,100,"PL","3 Slopes","1st","Slope"
1808,"f12.0",0.0321412047177257,0.158464492080042,-0.0535686745295429,0.233486618237424,-0.6,-0.278449199759157,0.342731609194608,0.84,0.99,1,100,"PL","3 Slopes","2nd","Intercept"
1808,"f12.1",-0.0279249103353916,0.100216133205261,-0.0349061379192396,0.119343308312685,0.8,-0.224348531417703,0.16849871074692,0.9,1,1,100,"PL","3 Slopes","2nd","Slope"
1808,"f2.0",-0.00537259952989612,0.084702720967743,0.00895433254982687,0.124255562757819,-0.6,-0.171389932626672,0.16064473356688,0.92,1,1,100,"PL","3 Slopes","1st","Intercept"
1808,"f2.1",-0.00933166747319528,0.065014640087245,-0.0186633349463906,0.122955298603553,0.5,-0.136760362044196,0.118097027097805,0.93,1,1,100,"PL","3 Slopes","1st","Slope"
2980,"f1.0",0.00194050607712241,0.0571781834445438,-0.00970253038561203,0.303931196652007,-0.2,-0.110128733474184,0.114009745628428,0.91,0.95,1,100,"PL","3 Slopes","1st","Intercept"
2980,"f1.1",-0.000389446315300484,0.0387402993992699,-0.00129815438433495,0.140241912185541,0.3,-0.0763204331378696,0.0755415405072686,0.96,1,1,100,"PL","3 Slopes","1st","Slope"
2980,"f12.0",0.0365316415171834,0.102460224649226,-0.0608860691953056,0.182218763201967,-0.6,-0.164290398795299,0.237353681829666,0.91,1,1,100,"PL","3 Slopes","2nd","Intercept"
2980,"f12.1",-0.0194423312659883,0.0680073776708736,-0.0243029140824854,0.0894219516209835,0.8,-0.1527367915009,0.113852128968924,0.94,1,1,100,"PL","3 Slopes","2nd","Slope"
2980,"f2.0",0.00553130221453637,0.0531641602091263,-0.00921883702422728,0.0994133391520667,-0.6,-0.0986704517953511,0.109733056224424,0.97,1,1,100,"PL","3 Slopes","1st","Intercept"
2980,"f2.1",-0.00693307982687131,0.0459783801099547,-0.0138661596537426,0.0961187513236589,0.5,-0.0970507048423826,0.08318454518864,0.95,1,1,100,"PL","3 Slopes","1st","Slope"
20,"f1.0",-0.449141633048709,7.81230147997087,2.24570816524355,11.3836456338566,-0.2,-15.7612525337916,14.8629692676942,1,0,1,85,"LL","4 Slopes","1st","Intercept"
20,"f1.1",1.58302148260916,13.1121208759935,3.95755370652289,2.05345402569441,0.4,-24.1167354343382,27.2827783995565,0.976470588235294,0.0352941176470588,1,85,"LL","4 Slopes","1st","Slope"
20,"f12.0",-13.0245972741355,34.3221172577714,21.7076621235592,14.7234947223246,-0.6,-80.2959470993675,54.2467525510965,0.964705882352941,0,1,85,"LL","4 Slopes","2nd","Intercept"
20,"f12.1",10.640398015128,27.4885622824882,13.30049751891,47.6254074259841,0.8,-43.2371840585489,64.5179800888049,1,0,1,85,"LL","4 Slopes","2nd","Slope"
20,"f12.2",-0.921519816729435,15.6286658017622,1.84303963345887,31.939595430315,-0.5,-31.5537047881834,29.7106651547245,0.988235294117647,0.0117647058823529,1,85,"LL","4 Slopes","2nd","Slope"
20,"f2.0",0.183759095027854,9.70050402084017,-0.459397737569636,4.59164235006898,-0.4,-18.8292287858189,19.1967469758746,1,0.0117647058823529,1,85,"LL","4 Slopes","1st","Intercept"
20,"f2.1",2.91571412138539,10.3537943693075,4.85952353564232,2.07660038301879,0.6,-17.3777228424572,23.209151085228,0.988235294117647,0.0352941176470588,1,85,"LL","4 Slopes","1st","Slope"
33,"f1.0",0.225370361654012,1.91989490982782,-1.12685180827006,8.44663613611925,-0.2,-3.53762366160853,3.98836438491655,1,0,1,91,"LL","4 Slopes","1st","Intercept"
33,"f1.1",0.0357528486048631,0.65514255426509,0.0893821215121576,6.39592739736835,0.4,-1.24832655775471,1.31983225496444,0.989010989010989,0.043956043956044,1,91,"LL","4 Slopes","1st","Slope"
33,"f12.0",-6.75789838475729,22.39460477021,11.2631639745955,2.87730780817893,-0.6,-50.6513237343689,37.1355269648543,0.978021978021978,0,1,91,"LL","4 Slopes","2nd","Intercept"
33,"f12.1",5.45177145654545,22.268506623061,6.81471432068181,6.75739036699493,0.8,-38.1945015246541,49.098044437745,0.978021978021978,0.043956043956044,1,91,"LL","4 Slopes","2nd","Slope"
33,"f12.2",-1.65972908429309,8.24870156278669,3.31945816858618,5.42825393282559,-0.5,-17.827184147355,14.5077259787688,0.989010989010989,0,1,91,"LL","4 Slopes","2nd","Slope"
33,"f2.0",-0.210990696844329,3.16564443974326,0.527476742110822,5.28316849872233,-0.4,-6.41565379874111,5.99367240505245,1,0.0659340659340659,1,91,"LL","4 Slopes","1st","Intercept"
33,"f2.1",-0.752908265689487,9.05523983639099,-1.25484710948248,3.33570379631242,0.6,-18.5011783450158,16.9953618136368,0.989010989010989,0.10989010989011,1,91,"LL","4 Slopes","1st","Slope"
54,"f1.0",0.230635171496488,1.62316779247463,-1.15317585748244,7.30362255634465,-0.2,-2.95077370175379,3.41204404474677,1,0.05,1,100,"LL","4 Slopes","1st","Intercept"
54,"f1.1",0.0343120478966718,0.415144272960904,0.0857801197416794,2.00631064671435,0.4,-0.7793707271067,0.847994822900043,0.96,0.25,1,100,"LL","4 Slopes","1st","Slope"
54,"f12.0",-1.97216306918803,10.6761585825294,3.28693844864671,2.53725396786314,-0.6,-22.8974338909457,18.9531077525697,0.97,0.05,1,100,"LL","4 Slopes","2nd","Intercept"
54,"f12.1",1.0456312346892,7.38243286769346,1.3070390433615,15.2440117989656,0.8,-13.42393718599,15.5151996553684,0.96,0.17,1,100,"LL","4 Slopes","2nd","Slope"
54,"f12.2",-0.706043781629955,3.90650249347786,1.41208756325991,10.4862170858424,-0.5,-8.36278866884657,6.95070110558666,0.97,0.1,1,100,"LL","4 Slopes","2nd","Slope"
54,"f2.0",0.189926409751774,1.55796812278504,-0.474816024379436,3.12078441176991,-0.4,-2.8636911109069,3.24354393041045,0.97,0.11,1,100,"LL","4 Slopes","1st","Intercept"
54,"f2.1",0.272129877473267,0.665134259618897,0.453549795788778,1.00630897712624,0.6,-1.03153327137977,1.57579302632631,0.96,0.36,1,100,"LL","4 Slopes","1st","Slope"
90,"f1.0",0.0243071822871914,0.344103897189127,-0.121535911435957,4.81476847398599,-0.2,-0.650136456203498,0.698750820777881,0.99,0.06,1,100,"LL","4 Slopes","1st","Intercept"
90,"f1.1",-0.0160564952350211,0.330932836122062,-0.0401412380875526,39.8392817815934,0.4,-0.664684854034263,0.63257186356422,0.97,0.24,1,100,"LL","4 Slopes","1st","Slope"
90,"f12.0",-0.120424889910585,0.656078045594809,0.200708149850975,2.09176391035753,-0.6,-1.40633785927641,1.16548807945524,0.98,0.15,1,100,"LL","4 Slopes","2nd","Intercept"
90,"f12.1",0.13223673606571,0.529677172268671,0.165295920082137,0.797969561410867,0.8,-0.905930521580885,1.1704039937123,0.91,0.46,1,100,"LL","4 Slopes","2nd","Slope"
90,"f12.2",-0.0814803993763819,0.423371812298689,0.162960798752764,2.14533723201808,-0.5,-0.911289151481811,0.748328352729048,0.95,0.14,1,100,"LL","4 Slopes","2nd","Slope"
90,"f2.0",-0.0105904953803103,0.369950204341296,0.0264762384507757,2.27373701516705,-0.4,-0.735692895889251,0.71451190512863,0.97,0.18,1,100,"LL","4 Slopes","1st","Intercept"
90,"f2.1",0.0566712238119705,0.287974183325176,0.0944520396866175,0.606868716679596,0.6,-0.507758175505375,0.621100623129316,0.97,0.57,1,100,"LL","4 Slopes","1st","Slope"
148,"f1.0",-0.0122833945590572,0.267201277792095,0.0614169727952861,2.70921806759431,-0.2,-0.535997899031563,0.511431109913448,0.95,0.09,1,100,"LL","4 Slopes","1st","Intercept"
148,"f1.1",0.0293349849848962,0.223619630901348,0.0733374624622404,0.926289012550457,0.4,-0.408959491581746,0.467629461551539,0.96,0.53,1,100,"LL","4 Slopes","1st","Slope"
148,"f12.0",-0.0983664092408409,0.584454023331588,0.163944015401402,1.52895046109624,-0.6,-1.24389629497075,1.04716347648907,0.96,0.26,1,100,"LL","4 Slopes","2nd","Intercept"
148,"f12.1",0.075725318713179,0.42644305874647,0.0946566483914738,0.587976350738051,0.8,-0.760103076429902,0.91155371385626,0.98,0.65,1,100,"LL","4 Slopes","2nd","Slope"
148,"f12.2",-0.0434098810659352,0.293066230751951,0.0868197621318703,0.899431396544763,-0.5,-0.61781969333976,0.530999931207889,0.97,0.39,1,100,"LL","4 Slopes","2nd","Slope"
148,"f2.0",-0.00549626544755238,0.320764035069005,0.0137406636188809,2.41461126055018,-0.4,-0.634193774182802,0.623201243287698,0.95,0.32,1,100,"LL","4 Slopes","1st","Intercept"
148,"f2.1",0.023535639976482,0.249031980004267,0.03922606662747,0.433709415024928,0.6,-0.46456704083188,0.511638320784844,0.91,0.81,1,100,"LL","4 Slopes","1st","Slope"
244,"f1.0",0.0300136211800237,0.192390453253914,-0.150068105900118,3.03244891715793,-0.2,-0.347071667197647,0.407098909557694,0.98,0.14,1,100,"LL","4 Slopes","1st","Intercept"
244,"f1.1",0.0250301471381363,0.177456256119998,0.0625753678453407,0.627175160578238,0.4,-0.32278411485706,0.372844409133333,0.94,0.76,1,100,"LL","4 Slopes","1st","Slope"
244,"f12.0",-0.0797332803352673,0.351353670937088,0.132888800558779,0.968197466128749,-0.6,-0.76838647537196,0.608919914701425,0.95,0.38,1,100,"LL","4 Slopes","2nd","Intercept"
244,"f12.1",0.0264349852120773,0.261760984866664,0.0330437315150967,0.318649084318101,0.8,-0.486616545126584,0.539486515550739,0.97,0.96,1,100,"LL","4 Slopes","2nd","Slope"
244,"f12.2",-0.0183144612422647,0.241598803861876,0.0366289224845294,2.41649541490341,-0.5,-0.491848116811543,0.455219194327013,0.97,0.54,1,100,"LL","4 Slopes","2nd","Slope"
244,"f2.0",0.0207765376247823,0.205107266675309,-0.0519413440619557,1.09001971673936,-0.4,-0.381233705058823,0.422786780308388,0.97,0.35,1,100,"LL","4 Slopes","1st","Intercept"
244,"f2.1",0.0496607327866682,0.179684703863953,0.0827678879777804,0.290929548356899,0.6,-0.302521286786679,0.401842752360015,0.96,0.99,1,100,"LL","4 Slopes","1st","Slope"
403,"f1.0",0.000713451022104377,0.15539156802346,-0.00356725511052188,1.83339426561341,-0.2,-0.303854022303877,0.305280924348086,0.97,0.22,1,100,"LL","4 Slopes","1st","Intercept"
403,"f1.1",0.0131208030113235,0.131457806917637,0.0328020075283089,0.373273722070482,0.4,-0.244536498547245,0.270778104569892,0.97,0.87,1,100,"LL","4 Slopes","1st","Slope"
403,"f12.0",-0.030847952166283,0.302228980628167,0.0514132536104716,0.721768558363391,-0.6,-0.623216754197491,0.561520849864925,0.92,0.58,1,100,"LL","4 Slopes","2nd","Intercept"
403,"f12.1",0.0257835014915908,0.186397651027018,0.0322293768644885,0.237856028469916,0.8,-0.339555894521364,0.391122897504546,0.96,1,1,100,"LL","4 Slopes","2nd","Slope"
403,"f12.2",-0.0501492632995563,0.194562684424469,0.100298526599113,0.436442601027485,-0.5,-0.431492124771515,0.331193598172403,0.97,0.79,1,100,"LL","4 Slopes","2nd","Slope"
403,"f2.0",0.00720328543599422,0.149873588497002,-0.0180082135899856,0.517692296993924,-0.4,-0.286548948018129,0.300955518890117,0.98,0.59,1,100,"LL","4 Slopes","1st","Intercept"
403,"f2.1",0.0211140170595486,0.132141565424579,0.0351900284325811,0.221230771319102,0.6,-0.237883451172627,0.280111485291724,0.96,1,1,100,"LL","4 Slopes","1st","Slope"
665,"f1.0",-0.0122591286599254,0.113745345948181,0.0612956432996272,1.07432262659292,-0.2,-0.23520000671836,0.210681749398509,0.96,0.44,1,100,"LL","4 Slopes","1st","Intercept"
665,"f1.1",-0.0102596790736963,0.102207953550071,-0.0256491976842408,0.260488129689406,0.4,-0.210587268031835,0.190067909884442,0.94,0.98,1,100,"LL","4 Slopes","1st","Slope"
665,"f12.0",-0.0291086732064313,0.225828167826014,0.0485144553440521,0.420026080935849,-0.6,-0.471731882145418,0.413514535732555,0.96,0.8,1,100,"LL","4 Slopes","2nd","Intercept"
665,"f12.1",0.0307765499018269,0.193249706386626,0.0384706873772836,0.209949921498309,0.8,-0.34799287461596,0.409545974419614,0.9,1,1,100,"LL","4 Slopes","2nd","Slope"
665,"f12.2",0.0226097855250779,0.156747400868798,-0.0452195710501558,0.392104617090415,-0.5,-0.284615120177765,0.329834691227921,0.93,0.91,1,100,"LL","4 Slopes","2nd","Slope"
